school_name,status,active_url,num_pdfs,,,
DESIGN INSTITUTE OF SAN DIEGO,200,1,,,,
DESIGN'S SCHOOL OF COSMETOLOGY,403,0,0,,,
DIAMOND BEAUTY COLLEGE,200,1,,,,
DIVERSIFIED EDUCATION COMPANY,200,1,,,,
DOMINICAN SCHOOL OF PHILOSOPHY & THEOLOGY,200,1,,,,
DOMINICAN UNIVERSITY OF CALIFORNIA,200,1,,,,
DONGGUK UNIVERSITY LOS ANGELES,200,1,,,,
DOWNEY ADULT SCHOOL,403,0,0,,,
"EA EDUCATION INC, DBA AVALON SCHOOL OF COSMETOLOGY",200,1,,,,
EAST LOS ANGELES COLLEGE,"HTTPSConnectionPool(host='elac.edu', port=443): Max retries exceeded with url: /Coronavirus/CARES-Act-Quarterly-Budget-and-Expenditure-Report (Caused by SSLError(SSLCertVerificationError(""hostname 'elac.edu' doesn't match 'www.elac.edu'"")))",0,0,,,
"EDCOA, INC. DBA CARRINGTON COLLEGE",403,0,0,,,
EDUCATIONAL VENTURES DBA ATA COLLEGE,200,1,,,,
EL CAMINO COMMUNITY COLLEGE DISTRICT,200,1,,,,
"ELITE COSMETOLOGY SCHOOL, LLC",404,0,0,,,
EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,Invalid URL 'https://': No host supplied,0,0,,,
EMPIRE COLLEGE,200,1,,,,
EPIC BIBLE COLLEGE INC.,200,1,,,,
ESTES INSTITUTE OF COSMETOLOGY,"HTTPSConnectionPool(host='www.estescosmetology.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
EVERGREEN VALLEY COLLEGE,200,1,,,,
FASHION INSTITUTE OF DESIGN & MERCHANDISING,200,1,,,,
FEATHER RIVER COMMUNITY COLLEGE DISTRICT,200,1,,,,
FIELDING GRADUATE UNIVERSITY,200,1,,,,
FIVE BRANCHES UNIVERSITY,200,1,,,,
FLAIR BEAUTY ACADEMY INC DBA FLAIR BEAUTY COLLEGE,200,1,,,,
FOLSOM LAKE COLLEGE,200,1,,,,
FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT-DE ANZA COLLEGE,200,1,,,,
FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT-FOOTHILL COLLEGE,403,0,0,,,
FRANCISCAN SCHOOL OF THEOLOGY,200,1,,,,
FREMONT COLLEGE,403,0,0,,,
FRESNO CITY COLLEGE,200,1,,,,
FRESNO PACIFIC UNIVERSITY,200,1,,,,
FULLER THEOLOGICAL SEMINARY,200,1,,,,
FULLERTON COLLEGE,200,1,,,,
GALAXY MEDICAL COLLEGE,200,1,,,,
GAVILAN JOINT COMMUNITY COLLEGE DISTRICT,200,1,,,,
GEMOLOGICAL INSTITUTE OF AMERICA INC.,200,1,,,,
GLENDALE CAREER COLLEGE,200,1,,,,
GLENDALE COMMUNITY COLLEGE DISTRICT,200,1,,,,
GNOMON,200,1,,,,
GOLDEN GATE UNIVERSITY,200,1,,,,
GRACE FEDERICO INC. DBA FEDERICO BEAUTY INSTITUTE,200,1,,,,
GRACE MISSION UNIVERSITY,200,1,,,,
GRADUATE THEOLOGICAL UNION,200,1,,,,
GROSSMONT COLLEGE,200,1,,,,
GURNICK ACADEMY OF MEDICAL ARTS LLC,200,1,,,,
HAMBELTON BEAUTY COLLEGES INC,200,1,,,,
HARTNELL COMMUNITY COLLEGE DISTRICT,200,1,,,,
HARVEY MUDD COLLEGE,200,1,,,,
HEALING HANDS SCHOOL OF HOLISTIC HEALTH,200,1,,,,
"HERITAGE ENTERPRISES, INC.",200,1,,,,
HESTIA EDUCATION GROUP LLC,200,1,,,,
HILLTOP BEAUTY SCHOOL,406,0,0,,,
HINTON BARBER COLLEGE LLC,200,1,,,,
HOLY NAMES UNIVERSITY,200,1,,,,
HOMESTEAD SCHOOLS,200,1,,,,
HOPE INTERNATIONAL UNIVERSITY,200,1,,,,
HOSS LEE ACADEMY,200,1,,,,
"HR GLOBAL, INC.",200,1,,,,
HUMBOLDT STATE UNIVERSITY,200,1,,,,
HUMPHREYS UNIVERSITY,403,0,0,,,
"IEC/AAI HOLDINGS, INC. DBA UEI COLLEGE",403,0,0,,,
IMPERIAL COMMUNITY COLLEGE DISTRICT,200,1,,,,
INDEPENDENT TRAINING AND APPRENTICESHIP PROGRAM,403,0,0,,,
"INFOTECH INSTITUTE, INC.",200,1,,,,
"INNOVATIVE FABRICATION SCHOOL,INC",200,1,,,,
"INSTITUTE FOR BUSINESS & TECHNOLOGY, INC.",403,0,0,,,
INTEGRITY COLLEGE OF HEALTH,403,0,0,,,
"INTER-COAST INTERNATIONAL TRAINING, INC.",403,0,0,,,
INTERIOR DESIGNERS INSTITUTE,200,1,,,,
"INTERNATIONAL SCHOOL OF BEAUTY, INC.",200,1,,,,
IPPT CAREER SCHOOL,200,1,,,,
"JD PARADISO, INC. DBA J D ACADEMY OF SALON AND SPA",200,1,,,,
JOHN F. KENNEDY UNIVERSITY,200,1,,,,
JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,200,1,,,,
JOHN WESLEY INTERNATIONAL BEAUTY COLLEGE INC,200,1,,,,
KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,403,0,0,,,
KERN COMMUNITY COLLEGE DISTRICT,200,1,,,,
KG & B INVESTMENT INC.,406,0,0,,,
KIEU L.VO,200,1,,,,
LA SIERRA UNIVERSITY,200,1,,,,
LAGUNA COLLEGE OF ART + DESIGN,200,1,,,,
LAKE TAHOE COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.ltcc.edu', port=443): Max retries exceeded with url: /admissions/financial-aid/ltcccares.php (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B2B7CBB20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
LANCASTER BEAUTY SCHOOL,200,1,,,,
LAS POSITAS COLLEGE,"HTTPSConnectionPool(host='www.laspositascollege.edu', port=443): Max retries exceeded with url: /caresact2020/index.php (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B2B7D79D0>, 'Connection to www.laspositascollege.edu timed out. (connect timeout=15)'))",0,0,,,
LASSEN COMMUNITY COLLEGE DISTRICT,500,0,0,,,
LAURUS COLLEGE,200,1,,,,
LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,200,1,,,,
LEGACY EDUCATION DBA HIGH DESERT MEDICAL COLLEGE,403,0,0,,,
"LIFE CHIROPRACTIC COLLEGE WEST, INC.",200,1,,,,
LIFE PACIFIC UNIVERSITY,200,1,,,,
LINCOLN UNIVERSITY,200,1,,,,
LOMA LINDA UNIVERSITY,200,1,,,,
LONG BEACH COMMUNITY COLLEGE DISTRIC,200,1,,,,
LOS ANGELES ACADEMY OF FIGURATIVE ART,403,0,0,,,
LOS ANGELES CITY COLLEGE,"HTTPSConnectionPool(host='lacitycollege.edu', port=443): Max retries exceeded with url: /Resources/Updates/CARES-Distribution (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
LOS ANGELES COLLEGE OF MUSIC,200,1,,,,
LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,"HTTPSConnectionPool(host='dhs.lacounty.gov', port=443): Max retries exceeded with url: /college-of-nursing-and-allied-health/home/student-support-services/financial-aid-scholarship-opportunities/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
LOS ANGELES HARBOR COLLEGE,200,1,,,,
LOS ANGELES MISSION COLLEGE,200,1,,,,
LOS ANGELES PIERCE COLLEGE,200,1,,,,
LOS ANGELES SOUTHWEST COLLEGE,200,1,,,,
LOS ANGELES TRADE TECHNICAL COLLEGE,200,1,,,,
LOS ANGELES VALLEY COLLEGE,200,1,,,,
LOVIT CORPORATION,403,0,0,,,
LOYOLA MARYMOUNT UNIVERSITY,200,1,,,,
"LYLE'S COLLEGES OF BEAUTY, INC.","HTTPSConnectionPool(host='lylescolleges.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
"LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE, INC.",403,0,0,,,
MAKE UP DESIGNORY,403,0,0,,,
MARIAN HEALTH CAREERS CENTER INC,200,1,,,,
MARIN COMMUNITY COLLEGE DISTRICT,"HTTPSConnectionPool(host='www1.marin.edu', port=443): Max retries exceeded with url: /consumer-information (Caused by SSLError(SSLCertVerificationError(""hostname 'www1.marin.edu' doesn't match either of '*.prod.acquia-sites.com', 'prod.acquia-sites.com'"")))",0,0,,,
MARSHALL B KETCHUM UNIVERSITY,200,1,,,,
MARYMOUNT CALIFORNIA UNIVERSITY,200,1,,,,
MASTER'S UNIVERSITY AND SEMINARY (THE),200,1,,,,
MAYFIELD COLLEGE INC.,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",0,0,,,
MDDV LLC,200,1,,,,
"MEDICAL ALLIED CAREER CENTER, INC.",200,1,,,,
MEDICAL CAREER COLLEGE OF NORTHERN CALIFORNIA,200,1,,,,
MENDOCINO-LAKE COMMUNITY COLLEGE DISTRICT,"HTTPSConnectionPool(host='www.mendocino.edu', port=443): Max retries exceeded with url: /college/institutional-research/cares-act-reporting (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
MENLO COLLEGE,200,1,,,,
MERCED COMMUNITY COLLEGE DISTRICT,200,1,,,,
MERIDIAN UNIVERSITY,200,1,,,,
MILLS COLLEGE,200,1,,,,
MIRACOSTA COLLEGE,200,1,,,,
MISSION COLLEGE,200,1,,,,
MIXED INSTITUTE OF COSMETOLOGY & BARBER,200,1,,,,
MODESTO JUNIOR COLLEGE,200,1,,,,
MONTEREY PENINSULA CCD,Invalid URL 'https://': No host supplied,0,0,,,
MOORPARK COLLEGE,200,1,,,,
MOUNT SAINT MARY'S UNIVERSITY,200,1,,,,
MT. DIABLO UNIFIED SCHOOL DISTRICT,200,1,,,,
MT. SAN ANTONIO COMMUNITY COLLEGE DISTRICT,200,1,,,,
MT. SAN JACINTO COMMUNITY COLLEGE DISTRICT,200,1,,,,
"MTI BUSINESS SCHOOLS OF SACRAMENTO, INC",200,1,,,,
MTT PHAM LLC DBA ASIAN-AMERICAN INTERNATIONAL BEAUTY COLLEGE,200,1,,,,
MUSICIANS INSTITUTE INC,403,0,0,,,
MY BEAUTY & BARBER COLLEGE,403,0,0,,,
NAPA VALLEY COMMUNITY COLLEGE DISTRICT,Invalid URL 'https://': No host supplied,0,0,,,
NATIONAL CAREER COLLEGE,200,1,,,,
"NATIONAL HOLISTIC INSTITUTE, INC",200,1,,,,
"NATIONAL POLYTECHNIC COLLEGE, INC.",200,1,,,,
NATIONAL UNIVERSITY,200,1,,,,
NEWBERRY SCHOOL OF BEAUTY,200,1,,,,
NEWSCHOOL OF ARCHITECTURE AND DESIGN,403,0,0,,,
NORTH ADRIANS COLLEGE OF BEAUTY,200,1,,,,
NORTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,200,1,,,,
NORTH-WEST COLLEGE,200,1,,,,
NOTRE DAME DE NAMUR UNIVERSITY,200,1,,,,
NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,"HTTPSConnectionPool(host='trainingcenters.org', port=443): Max retries exceeded with url: /cares-act/ (Caused by SSLError(SSLCertVerificationError(""hostname 'trainingcenters.org' doesn't match either of 'shortener.secureserver.net', 'www.shortener.secureserver.net'"")))",0,0,,,
OCCIDENTAL COLLEGE,200,1,,,,
"OCEANSIDE COLLEGE OF BEAUTY, INC.",200,1,,,,
OHLONE COMMUNITY COLLEGE DISTRICT,200,1,,,,
"ONTARIO HEALTH EDUCATION COMPANY, INC.",200,1,,,,
"ORANGE COUNTY COLLEGE OF COURT REPORTING, INC.",200,1,,,,
OTIS COLLEGE OF ART & DESIGN,200,1,,,,
OXNARD COLLEGE - VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,200,1,,,,
P2W LEARNING SYSTEMS LLC,200,1,,,,
PACIFIC COLLEGE,200,1,,,,
PACIFIC COLLEGE OF HEALTH & SCIENCE,200,1,,,,
PACIFIC COLLEGE OF HEALTHCARE INC.,200,1,,,,
PACIFIC OAKS EDUCATION CORPORATION,403,0,0,,,
PACIFIC SCHOOL OF RELIGION,200,1,,,,
PACIFIC UNION COLLEGE,200,1,,,,
PALLADIUM TECHNICAL ACADEMY INC,"HTTPSConnectionPool(host='www.palladium.edu', port=443): Max retries exceeded with url: /%20higher-education-emergency-relief-funds-heerf-reporting/ (Caused by SSLError(SSLCertVerificationError(""hostname 'www.palladium.edu' doesn't match either of '*.wpengine.com', 'wpengine.com'"")))",0,0,,,
PALO ALTO UNIVERSITY,200,1,,,,
PALO VERDE COMMUNITY COLLEGE DISTRICT,403,0,0,,,
PALOMAR COMMUNITY COLLEGE,200,1,,,,
PARTONE INC. DBA: FREDRICK AND CHARLES BEAUTY COLLEGE,200,1,,,,
PASADENA AREA COMMUNITY COLLEGE DISTRICT,200,1,,,,
PEPPERDINE UNIVERSITY,200,1,,,,
PERALTA COMMUNITY COLLEGE DISTRICT - BERKELEY CITY COLLEGE,200,1,,,,
PERALTA COMMUNITY COLLEGE DISTRICT/COLLEGE OF ALAMEDA,200,1,,,,
PERALTA COMMUNITY COLLEGE DISTRICT-LANEY COLLEGE,200,1,,,,
PERALTA COMMUNITY COLLEGE DISTRICT-MERRITT COLLEGE,200,1,,,,
"PIB, INC.","HTTPSConnectionPool(host='www.piofb.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.piofb.com' doesn't match either of '*.godaddysites.com', 'godaddysites.com'"")))",0,0,,,
PITZER COLLEGE,200,1,,,,
"PLATT COLLEGE LOS ANGELES, LLC",200,1,,,,
"PLATT COLLEGE, SAN DIEGO",403,0,0,,,
"PMCA BAKERSFIELD, LLC",200,1,,,,
"PMCA TEMECULA, LLC",200,1,,,,
PMHBW LLC,200,1,,,,
POINT LOMA NAZARENE UNIVERSITY,200,1,,,,
POMONA COLLEGE,200,1,,,,
POWAY ACADEMY OF HAIR DESIGN INC.,403,0,0,,,
PREMIERE CAREER COLLEGE,200,1,,,,
PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA,200,1,,,,
PRESIDENT AND BOARD OF TRUSTEES OF SANTA CLARA COLLEGE,200,1,,,,
PRESIDIO GRADUATE SCHOOL,200,1,,,,
"PROFESSIONAL CAREER INSTITUTE, INC",200,1,,,,
PROFESSIONAL GOLFERS CAREER COLLEGE,406,0,0,,,
PROFESSIONAL INSTITUTE OF BEAUTY,200,1,,,,
PROVIDENCE CHRISTIAN COLLEGE,200,1,,,,
"QUATTRO BARBER COLLEGES, CORP. DBA MOLER BARBER COLLEGE",200,1,,,,
RANCHO SANTIAGO CCD - SANTA ANA COLLEGE,200,1,,,,
RANCHO SANTIAGO CCD - SANTIAGO CANYON COLLEGE,200,1,,,,
RAND CORPROATION,200,1,,,,
REDONDO BEACH BEAUTY COLLEGE,200,1,,,,
REDWOODS COMMUNITY COLLEGE DISTRICT,"HTTPSConnectionPool(host='www.redwoods.edu', port=443): Max retries exceeded with url: /financialaid/Financial-Aid-Home/Types-of-Aid (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B2CBB0BE0>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed'))",0,0,,,
REEDLEY COLLEGE,200,1,,,,
REGAN CAREER INSTITUTE,Invalid URL 'https://': No host supplied,0,0,,,
"RICHARD GROSS ENTERPRISES, INC.",200,1,,,,
RIO HONDO COLLEGE,200,1,,,,
RIVERSIDE COMMUNITY COLLEGE DISTRICT/MORENO VALLEY COLLEGE,200,1,,,,
RIVERSIDE COMMUNITY COLLEGE DISTRICT/NORCO COLLEGE,200,1,,,,
RIVERSIDE COMMUNITYCOLLEGE DISTRICT/RIVERSIDE CITY COLLEGE,200,1,,,,
RIVERSIDE COUNTY OFFICE OF EDUCATION,200,1,,,,
ROYALE COLLEGE OF BEAUTY AND BARBERING,Invalid URL 'https://': No host supplied,0,0,,,
SACRAMENTO CITY COLLEGE,200,1,,,,
SACRAMENTO ULTRASOUND INSTITUTE,200,1,,,,
SAE EXPRESSION COLLEGE,200,1,,,,
SAINT MARY'S COLLEGE OF CALIFORNIA,200,1,,,,
SAMUEL MERRITT UNIVERSITY,200,1,,,,
"SAN BERNARDINO BEAUTY COLLEGE, INC.",200,1,,,,
"SAN BERNARDINO COMMUNITY COLLEGE DISTRICT, CHC",200,1,,,,
"SAN BERNARDINO COMMUNITY COLLEGE DISTRICT, SBVC",200,1,,,,
SAN DIEGO CHRISTIAN COLLEGE,403,0,0,,,
SAN DIEGO CITY COLLEGE,200,1,,,,
SAN DIEGO COMMUNITY COLLEGE DISTRICT,200,1,,,,
SAN DIEGO MIRAMAR COLLEGE,200,1,,,,
SAN DIEGO STATE UNIVERSITY,200,1,,,,
SAN FRANCISCO ART INSTITUTE,200,1,,,,
SAN FRANCISCO COMMUNITY COLLEGE DISTRICT,200,1,,,,
"SAN FRANCISCO INSTITUTE OF ESTHETICS AND COSMETOLOGY, INC.",200,1,,,,
"SAN FRANCISCO SCHOOL OF DIGITAL FILM MAKING, INC",406,0,0,,,
SAN FRANCISCO STATE UNIVERSITY,200,1,,,,
SAN JOAQUIN COLLEGE OF LAW,406,0,0,,,
SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT,200,1,,,,
SAN JOAQUIN VALLEY COLLEGE,403,0,0,,,
"SAN JOAQUIN VALLEY COLLEGE INC, DBA SANTA BARBARA BUSINESS",403,0,0,,,
"SAN JOAQUIN VALLEY COLLEGE, INC.  DBA SANTA BARBARA BUSINESS",403,0,0,,,
SAN JOSE CITY COLLEGE,200,1,,,,
SAN JOSE STATE UNIVERSITY,200,1,,,,
SAN LUIS OBISPO COUNTY COMMUNITY COLLEGE DISTRICT DBA CUESTA,200,1,,,,
SAN MATEO COUNTY COMMUNITY COLLEGE DIST-COLLEGE OF SAN MATEO,200,1,,,,
SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT - CANADA COLLEGE,200,1,,,,
SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT-SKYLINE COLLEGE,200,1,,,,
SANBARCOLLBUSCOM INC,403,0,0,,,
SANTA AN BEAUTY ACADEMY INC,"HTTPSConnectionPool(host='www.santaanabeautyacademy.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.santaanabeautyacademy.com' doesn't match either of 'shortener.secureserver.net', 'www.shortener.secureserver.net'"")))",0,0,,,
SANTA ANA VALLEY COLLEGE,200,1,,,,
SANTA BARBARA COMMUNITY COLLEGE DISTRICT,200,1,,,,
"SANTA BARBARA GRADUATE SCHOOL, INC",403,0,0,,,
SANTA CLARITA COMMUNITY COLLEGE DISTRICT,200,1,,,,
SANTA MONICA COLLEGE,200,1,,,,
SANTA MONICA COMMUNITY COLLEGE DISTRICT,200,1,,,,
SAYBROOK UNIVERSITY,403,0,0,,,
SCRIPPS COLLEGE,403,0,0,,,
"SELECT EDUCATION GROUP, LLC",200,1,,,,
SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,200,1,,,,
SHASTA-TEHAMA-TRINITY JOINT COMMUNITY COLLEGE DISTRICT,200,1,,,,
"SHN CAREER COLLEGE, INC. DBA CALIFORNIA CAREER COLLEGE",200,1,,,,
SIERRA COLLEGE OF BEAUTY,"HTTPSConnectionPool(host='sierrabeautycollege.net', port=443): Max retries exceeded with url: /blog3/emergency-finanicail-aid-grants/ (Caused by SSLError(SSLCertVerificationError(""hostname 'sierrabeautycollege.net' doesn't match either of '*.secure.hostingprod.com', 'secure.hostingprod.com'"")))",0,0,,,
SIERRA JOINT COMMUNITY COLLEGE DISTRICT,200,1,,,,
SIMPSON UNIVERSITY,200,1,,,,
SISKIYOUS JOINT COMMUNITY COLLEGE DISTRICT,200,1,,,,
SOFIA UNIVERSITY SPC,200,1,,,,
SOKA UNIVERSITY OF AMERICA,200,1,,,,
SOLANO COMMUNITY COLLEGE DISTRICT,404,0,0,,,
SONARAY DBA INTERNATIONAL COLLEGE OF BEAUTY ARTS & SCIENCES,200,1,,,,
SONOMA COUNTY JUNIOR COLLEGE DISTRICT,200,1,,,,
SOUTH BAYLO UNIVERSITY,200,1,,,,
SOUTH ORANGE COUNTY CCD DBA SADDLEBACK COLLEGE,200,1,,,,
"SOUTH ORANGE COUNTY CCD, DBA, IRVINE VALLEY COLLEGE",200,1,,,,
SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),200,1,,,,
SOUTHERN CALIFORNIA SCHOOL OF THEOLOGY,200,1,,,,
SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,403,0,0,,,
SOUTHRN CALIFORNIA EDUCATION CORPORATION,200,1,,,,
SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,200,1,,,,
SOUTHWESTERN LAW SCHOOL,200,1,,,,
STANBRIDGE UNIVERSITY,200,1,,,,
STARR KING SCHOOL FOR THE MINISTRY,403,0,0,,,
STELLAR CAREER COLLEGE,200,1,,,,
STEPHENS INSTITUTE DBA ACADEMY OF ART UNIVERSITY,200,1,,,,
"STERLING SCHOOLS, LLC DBA LU ROSS ACADEMY",403,0,0,,,
SUM BIBLE COLLEGE & THEOLOGICAL SEMINARY,403,0,0,,,
SUMMIT CAREER COLLEGE INC,403,0,0,,,
"TECHNICAL EDUCATION SERVICES, INC.",200,1,,,,
THE CAO INSTITUTE OF AESTHETICS,200,1,,,,
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,403,0,0,,,
"THE ESANI INSTITUTE, LLC",200,1,,,,
"THE REGENTS OF THE UNIV. OF CALIF., U.C. SAN DIEGO",200,1,,,,
THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,200,1,,,,
THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - IRVINE,200,1,,,,
THE REGENTS OF THE UNIVERSITY OF CALIFORNIA (DAVIS),200,1,,,,
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, LOS ANGELES",200,1,,,,
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",200,1,,,,
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, SANTA BARBARA",200,1,,,,
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, SANTA CRUZ",200,1,,,,
THE SAN FRANCISCO CONSERVATORY OF MUSIC,200,1,,,,
THE SANTA BARBARA & VENTURA COLLEGES OF LAW,200,1,,,,
THE WRIGHT INSTITUTE,403,0,0,,,
"THEATRE OF ARTS, INC.",200,1,,,,
THOMAS AQUINAS COLLEGE,200,1,,,,
THOMAS JEFFERSON SCHOOL OF LAW,"HTTPSConnectionPool(host='www.tjsl.edu', port=443): Max retries exceeded with url: /sites/default/files/cares_act_heerf_reporting_02012021.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
"TOTAL LOOKS CORP., INC. DBA AMER. INST. OF MASSAGE THERAPY",200,1,,,,
TOURO UNIVERSITY,404,0,0,,,
TOURO UNIVERSITY WORLDWIDE,200,1,,,,
UC HASTINGS COLLEGE OF THE LAW,404,0,0,,,
"UEI FRESNO/IEC HOLDINGS, INC. DBA UEI COLLEGE",403,0,0,,,
UKIAH ADULT SCHOOL,200,1,,,,
UNITED EDUCATION INSTITUTE,403,0,0,,,
UNITED STATES UNIVERSITY,200,1,,,,
UNITEK COLLEGE,200,1,,,,
UNIVERSAL COLLEGE OF BEAUTY INC.,"HTTPSConnectionPool(host='universalcollegeofbeauty.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
UNIVERSAL HEALTHCARE CAREERS COLLEGE,200,1,,,,
"UNIVERSITY OF ANTELOPE VALLEY, INC.",404,0,0,,,
UNIVERSITY OF LA VERNE,200,1,,,,
UNIVERSITY OF REDLANDS,200,1,,,,
UNIVERSITY OF SAINT KATHERINE,200,1,,,,
UNIVERSITY OF SAN DIEGO,200,1,,,,
UNIVERSITY OF SAN FRANCISCO,200,1,,,,
UNIVERSITY OF SOUTHERN CALIFORNIA,200,1,,,,
"UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES, LLC",200,1,,,,
UNIVERSITY OF THE PACIFIC,200,1,,,,
UNIVERSITY OF THE WEST,200,1,,,,
URBAN CUTZ LLC,200,1,,,,
VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,200,1,,,,
VENTURA ADULT AND CONTINUING EDUCATION,"HTTPSConnectionPool(host='www.adultedventura.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B2E906070>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
VENTURA COLLEGE,200,1,,,,
VICTOR VALLEY COMMUNITY COLLEGE DISTRICT,200,1,,,,
VISTA DEL MAR CHILD AND FAMILY SERVICES,200,1,,,,
"W. INDULGENCE, LLC, DBA VICTORY CAREER COLLEGE",200,1,,,,
"WAYNES' COLLEGE OF BEAUY, INC.",200,1,,,,
"WEST COAST ULTRASOUND INSTITUTE, INC",200,1,,,,
"WEST COAST UNIVERSITY, INC.",200,1,,,,
WEST HILLS COLLEGE LEMOORE,200,1,,,,
WEST KERN COMMUNITY COLLEGE DISTRICT,200,1,,,,
WEST LOS ANGELES COLLEGE,"HTTPSConnectionPool(host='wlac.edu', port=443): Max retries exceeded with url: /COVID19/CARES-Distribution.aspx (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B2E926640>, 'Connection to wlac.edu timed out. (connect timeout=15)'))",0,0,,,
WEST VALLEY COLLEGE,200,1,,,,
WESTCLIFF MANAGEMENT GROUP,200,1,,,,
WESTERN UNIVERSITY OF HEALTH SCIENCES,200,1,,,,
WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,200,1,,,,
WESTMONT COLLEGE,200,1,,,,
WHITTIER COLLEGE,200,1,,,,
WILLIAM JESSUP UNIVERSITY,200,1,,,,
WOODBURY UNIVERSITY,403,0,0,,,
WOODLAND COMMUNITY COLLEGE,403,0,0,,,
"WORKFORCE TRAINING SOLUTIONS,INC",200,1,,,,
WORLD MISSION UNIVERSITY,"HTTPSConnectionPool(host='en.wmu.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
XAVIER COLLEGE STOCKTON INC.,200,1,,,,
YESHIVA OHR ELCHONON CHABAD,200,1,,,,
YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,200,1,,,,
YOSEMITE COMMUNITY COLLEGE DISTRICT,200,1,,,,
YUBA COMMUNITY COLLEGE DISTRICT,403,0,0,,,
ZMS THE ACADEMY LLC,200,1,,,,
ADAMS STATE UNIVERSITY,200,1,,,,
AIMS COMMUNITY COLLEGE,200,1,,,,
